case_id,category,local_index,expected_valid,observed_valid,expected_first_control,observed_first_control,expected_control_hit,false_accept,false_reject,clean_rejection,artifact_hash,elapsed_seconds,detail
invalid-tau_signed_generator-0022,tau_signed_generator,22,False,False,tau_support_signed,tau_support_signed,True,False,False,True,a11241352051f596493219fff759e71fc753c49c173f19712254c77f66de5f4a,0.076957916,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0023,tau_signed_generator,23,False,False,tau_support_signed,tau_support_signed,True,False,False,True,590fae123123a0e25d184370978684f8411444db9e95354ec19dcdd1a8184cf0,0.077706000,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0024,tau_signed_generator,24,False,False,tau_support_signed,tau_support_signed,True,False,False,True,d3ce8cd2fa66e24c9116995c6644b15963069050402e76d8e00724c2346474e4,0.078615750,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0025,tau_signed_generator,25,False,False,tau_support_signed,tau_support_signed,True,False,False,True,add661a24e5610887ccd7f7e472b1afb96bbc1cef33e8b113f480ef35bfeaafb,0.076918583,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0026,tau_signed_generator,26,False,False,tau_support_signed,tau_support_signed,True,False,False,True,ca4260ec56b194fcca8941399e5286ffa9e40da41db1e5d6d3ba38881f7e2a2d,0.076739583,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0027,tau_signed_generator,27,False,False,tau_support_signed,tau_support_signed,True,False,False,True,e188712cb9283850e276ab469c70ee6de2aea4bbea970fd81c07787021abde75,0.076107542,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0028,tau_signed_generator,28,False,False,tau_support_signed,tau_support_signed,True,False,False,True,b4ed90617729f7d93758afb4ced5de9f6fdbacd70ad277da82faa713b6db1c3c,0.078337542,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0029,tau_signed_generator,29,False,False,tau_support_signed,tau_support_signed,True,False,False,True,fbb7a58ec199e821bc8b1649818b78392b6063bf46c78fb27826a7a7f376c213,0.078999083,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0030,tau_signed_generator,30,False,False,tau_support_signed,tau_support_signed,True,False,False,True,9652e3e9f58a2cf729e4543976d54ffd143356678bd8f83fc57920a4d0ad3320,0.078105292,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0031,tau_signed_generator,31,False,False,tau_support_signed,tau_support_signed,True,False,False,True,ce4cf6d6635e17f519f8d97ac550df92df1d4bdbe59360a37c491e3bbcfb87d3,0.077456416,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0032,tau_signed_generator,32,False,False,tau_support_signed,tau_support_signed,True,False,False,True,d2bf6ed1b0d02c3e7e6eb5eca78eec66ce7f799426e7a97bfbfaa2fef74e7ee1,0.078269666,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0033,tau_signed_generator,33,False,False,tau_support_signed,tau_support_signed,True,False,False,True,6a26aa6103444de2a6b57e4ad58240146bbcab834a1ace06ed05f373746f96b1,0.077153000,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0034,tau_signed_generator,34,False,False,tau_support_signed,tau_support_signed,True,False,False,True,1f59b4e370c690497acdcf714b9d8b3e274ba6e258695c05b1a09a29e58179b2,0.076555875,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0035,tau_signed_generator,35,False,False,tau_support_signed,tau_support_signed,True,False,False,True,1cef2aa3a005be02da4bb19c3393987b06f8381520f2017a5b63eff3ab95f8de,0.076446500,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0036,tau_signed_generator,36,False,False,tau_support_signed,tau_support_signed,True,False,False,True,777f9dcce2dd823daf0a3ba81f8990cef054dd2c5c444116885b4a63f27dbc86,0.078077250,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0037,tau_signed_generator,37,False,False,tau_support_signed,tau_support_signed,True,False,False,True,42bc04e482218948453f928e7e997a10640261789e6782a3f4cdca2918af6053,0.076899083,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0038,tau_signed_generator,38,False,False,tau_support_signed,tau_support_signed,True,False,False,True,e0f5b965a9b35bb40120f46620510ccceab6811fbb441484b0c6cc7d2f4232d2,0.076298708,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0039,tau_signed_generator,39,False,False,tau_support_signed,tau_support_signed,True,False,False,True,50936bdad3b397526587738a0ab94ceb72c3d105c7e8372d209f897fda082f55,0.077615583,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0040,tau_signed_generator,40,False,False,tau_support_signed,tau_support_signed,True,False,False,True,135b485988605218cf239c6e1d74443ef1f15767d2b3fb52edf5f84a4f6ce66b,0.078373500,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0041,tau_signed_generator,41,False,False,tau_support_signed,tau_support_signed,True,False,False,True,fd04a8b001eec22f317bf1b6e7647d8f853558e095680c5cd910965481a2647d,0.078052250,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0042,tau_signed_generator,42,False,False,tau_support_signed,tau_support_signed,True,False,False,True,eb997a538b996c1395f3a23f6043d09f9743620642be93e3dffa837322566fc2,0.077498041,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0043,tau_signed_generator,43,False,False,tau_support_signed,tau_support_signed,True,False,False,True,a2b8c368a5680eaa12801c2453de49c159262340ed0efcd8411fa945979da0f2,0.076872958,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0044,tau_signed_generator,44,False,False,tau_support_signed,tau_support_signed,True,False,False,True,247bd69ee4bd88ab55bd7fe577169126a022ee99ae4956459aa4d56e7ff438e0,0.078389292,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0045,tau_signed_generator,45,False,False,tau_support_signed,tau_support_signed,True,False,False,True,76ff4791cebb631a56a784dfcb3892146759e14b0088b11268ba32eeede4ab3c,0.076850042,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0046,tau_signed_generator,46,False,False,tau_support_signed,tau_support_signed,True,False,False,True,93159d12850e852bfad97008676d24c540c097cd16e6c3a2caaf271b3779febb,0.077279667,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0047,tau_signed_generator,47,False,False,tau_support_signed,tau_support_signed,True,False,False,True,f0596b1c51ff265ac7c0986899210e9f5310b0907c662b7586d2546dae3c5598,0.076997666,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0048,tau_signed_generator,48,False,False,tau_support_signed,tau_support_signed,True,False,False,True,e1eebe937d65943a27820ea57dc41d73aed0854042c0f00be90532ddad611eb8,0.077514583,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0049,tau_signed_generator,49,False,False,tau_support_signed,tau_support_signed,True,False,False,True,0f7b9e0a2d1a03e1a7b8dd9c9617d17dc1ae1db0fa0a5cfe5398077745b86f71,0.077535125,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0050,tau_signed_generator,50,False,False,tau_support_signed,tau_support_signed,True,False,False,True,7c5f1ee4011cf5a6cd357af4f76719d1e485c9ede0c370ebb09cad46acedc2d2,0.076702333,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0051,tau_signed_generator,51,False,False,tau_support_signed,tau_support_signed,True,False,False,True,68d05d2cd709fba3f4fe76ccd92ea4fa65821d2439521e5b8e48da89ad143731,0.077535750,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0052,tau_signed_generator,52,False,False,tau_support_signed,tau_support_signed,True,False,False,True,1262f4155dc90c9ddee5c8f4245e65efc49f67ae3982085db1e52ddca7395ec0,0.077639333,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0053,tau_signed_generator,53,False,False,tau_support_signed,tau_support_signed,True,False,False,True,1bd4dbc5460c1b7dc3fe1aff0fcfdf1f6745d0c3e49ceeed6b79820cad96abe4,0.077936125,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0054,tau_signed_generator,54,False,False,tau_support_signed,tau_support_signed,True,False,False,True,6d8b3e98bc871f0eb8bc3b8885572bf185530469f6a0c3054d020b2c14871747,0.080287458,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0055,tau_signed_generator,55,False,False,tau_support_signed,tau_support_signed,True,False,False,True,3a9fbd1ee544e5bd4636a6d121623d10b60408b4efe823c105a1057f91082659,0.078400458,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0056,tau_signed_generator,56,False,False,tau_support_signed,tau_support_signed,True,False,False,True,a052bad6508892a66edb57dba7d99cc4765db8ae4ec1814a9d473109c55bd3ef,0.076740750,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0057,tau_signed_generator,57,False,False,tau_support_signed,tau_support_signed,True,False,False,True,9e1867ffe5e8d432b6ebf92b8d6956f1631378fa08cbaad17805c387f1bdbd12,0.077703750,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0058,tau_signed_generator,58,False,False,tau_support_signed,tau_support_signed,True,False,False,True,8a8606f8972d241289c2576a8975bf5e93096311ec524c0a2a01eec576238681,0.078553708,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0059,tau_signed_generator,59,False,False,tau_support_signed,tau_support_signed,True,False,False,True,074d823cd5a18cdd4c7acc2436823ed2058556426bb0e80356819946f0de9385,0.077955750,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0060,tau_signed_generator,60,False,False,tau_support_signed,tau_support_signed,True,False,False,True,e616737adf0b4877eba3ee365b97af8ea6e72e933a2edb519f726433b334ee78,0.077453625,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0061,tau_signed_generator,61,False,False,tau_support_signed,tau_support_signed,True,False,False,True,eb7add46bd6257e5306548b27f1d560a4049ffb25cc2e9fc5960c0cd44801b44,0.077098333,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0062,tau_signed_generator,62,False,False,tau_support_signed,tau_support_signed,True,False,False,True,ca860057b2f3f96f1b104c53ee3ea656b7daea98257920e1d4cbf0d686a45ded,0.076950125,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0063,tau_signed_generator,63,False,False,tau_support_signed,tau_support_signed,True,False,False,True,31e2e049e0b1af1134a11b40c753a91674867169ce044722bfe38c89b801247c,0.079135000,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0064,tau_signed_generator,64,False,False,tau_support_signed,tau_support_signed,True,False,False,True,ff29ac3d874e6be77022aeb24f946380e4ebbf0ae9aeae98dda1741914f50b82,0.077744500,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0065,tau_signed_generator,65,False,False,tau_support_signed,tau_support_signed,True,False,False,True,eff6eb93418bb09d082144a2903f9541b122a63575dd8f3b28243aa5d55232aa,0.075700250,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0066,tau_signed_generator,66,False,False,tau_support_signed,tau_support_signed,True,False,False,True,e03dcb5947090178917d1ffd6c56139c083233a48c51e88aa399702bdf671eea,0.077078500,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0067,tau_signed_generator,67,False,False,tau_support_signed,tau_support_signed,True,False,False,True,b7ead834cfb1f75afc8c96b8bda07c277d7805cf29be59219fa986b5fd12f198,0.077660708,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0068,tau_signed_generator,68,False,False,tau_support_signed,tau_support_signed,True,False,False,True,b7347be76ef334d88221b0aea22a668e81f7ad1b9dbdd0c5eda6dcd32fe4a483,0.077982208,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0069,tau_signed_generator,69,False,False,tau_support_signed,tau_support_signed,True,False,False,True,17fef7fdd8eda464fd7e0a2c5a4a38a108225b9d80743e27a6e4b835fdea0249,0.077481583,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0070,tau_signed_generator,70,False,False,tau_support_signed,tau_support_signed,True,False,False,True,95d82519599e080260965ec2214d9c05c57ddad4610b2adc84a0277e6673fe51,0.077482417,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0071,tau_signed_generator,71,False,False,tau_support_signed,tau_support_signed,True,False,False,True,86c690c81fe4d248eabcde3872e42dbd914aa78822156726ebe3f831b579da34,0.077731333,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0072,tau_signed_generator,72,False,False,tau_support_signed,tau_support_signed,True,False,False,True,323208b56d1b7afd3dd33fc638fe499039316ad3af265194d34357406674c683,0.077795208,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0073,tau_signed_generator,73,False,False,tau_support_signed,tau_support_signed,True,False,False,True,680d779c85b51e966be96a1ce968dbcf96c16f95acf9b0211ee2b886377b42c8,0.077952250,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0074,tau_signed_generator,74,False,False,tau_support_signed,tau_support_signed,True,False,False,True,3369d3262553f9ecb217f187991dcc21f658dd2834881d525ec2d2cd979a9d30,0.077727834,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0075,tau_signed_generator,75,False,False,tau_support_signed,tau_support_signed,True,False,False,True,8475be1944d6c9c47bd66eae9a1686ee8b88bd10693bf68a1242bf4a408f0aaa,0.078052791,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0076,tau_signed_generator,76,False,False,tau_support_signed,tau_support_signed,True,False,False,True,54ac391be1ea93178187e0ba651b2999c7e71b675c9a431a271660d89d676b87,0.078035167,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0077,tau_signed_generator,77,False,False,tau_support_signed,tau_support_signed,True,False,False,True,c6d5030d1bde06617203f26d021a2dfdec1c6bba773288b18486a4d885794e63,0.078032709,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0078,tau_signed_generator,78,False,False,tau_support_signed,tau_support_signed,True,False,False,True,82d72a4df1c4c896c2353fc10ee70ea7c567fad944edffc059ddf459dc6fd5ba,0.077793958,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0079,tau_signed_generator,79,False,False,tau_support_signed,tau_support_signed,True,False,False,True,07b6b493e0321e34b4202250c8dc382374d7d81e122a78a40fb3f0e50c2bd5fd,0.077609625,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0080,tau_signed_generator,80,False,False,tau_support_signed,tau_support_signed,True,False,False,True,51042c5c9e400660f5392e4a265757d526ceb77ea817cc570908128e87ec0282,0.077908416,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0081,tau_signed_generator,81,False,False,tau_support_signed,tau_support_signed,True,False,False,True,956310feb6d015cb640015376a296fafb9558e592718299dd405acc1e29d51ee,0.077591417,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0082,tau_signed_generator,82,False,False,tau_support_signed,tau_support_signed,True,False,False,True,bad3095de0c1698d61b0b930e917c26fb3f7621cdabde6d9a647333d0943afc4,0.078451000,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0083,tau_signed_generator,83,False,False,tau_support_signed,tau_support_signed,True,False,False,True,fa43c41988dd7dea4fb08f354379ece4f5f1a0601c7730e9c816d38107889c6d,0.077749000,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0084,tau_signed_generator,84,False,False,tau_support_signed,tau_support_signed,True,False,False,True,3ff8a863b1e3d6b374cb636b5af9205e97f7b32f757621a630b8eb5812ce5389,0.077909000,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0085,tau_signed_generator,85,False,False,tau_support_signed,tau_support_signed,True,False,False,True,1b522957312280062f29e6ecc8d30908dd4db9ee1f97e74f876741e73d369f42,0.077154917,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0086,tau_signed_generator,86,False,False,tau_support_signed,tau_support_signed,True,False,False,True,ff51e3587013de849fa054d2f771753eb29c178da521c7ecc897e5c40b7ea560,0.078145875,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0087,tau_signed_generator,87,False,False,tau_support_signed,tau_support_signed,True,False,False,True,8011228545757aaebd5fa204575a5536ec64df605d693f0fbedd1f54cd7aa1f0,0.077821542,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0088,tau_signed_generator,88,False,False,tau_support_signed,tau_support_signed,True,False,False,True,1023d93c8a9fad25cae5c19265e0853f5050280c585d51b371599daab9c22121,0.075931041,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0089,tau_signed_generator,89,False,False,tau_support_signed,tau_support_signed,True,False,False,True,7c3a0032e15f1b0eaed543879b33a03e2b7a6a78d5689a2a101c096a403ec36f,0.077239292,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0090,tau_signed_generator,90,False,False,tau_support_signed,tau_support_signed,True,False,False,True,cecc7a83bd5216435133923b7305dff16be782c94cb7a6a4de8d1c1394a27860,0.078207792,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0091,tau_signed_generator,91,False,False,tau_support_signed,tau_support_signed,True,False,False,True,485567f357a43a7a8061dac71f85d1dfe25d58709476b5eb6b37acca8943a509,0.077655958,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0092,tau_signed_generator,92,False,False,tau_support_signed,tau_support_signed,True,False,False,True,c1be2ab743ec5a4f4a4a1e1241522d169178a4d2647ba54144371874ec27a60a,0.077376458,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0093,tau_signed_generator,93,False,False,tau_support_signed,tau_support_signed,True,False,False,True,694abdb06aeb6c36769dfd735199e08c673e1634d1a3b190ea3324431421d2da,0.078128500,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0094,tau_signed_generator,94,False,False,tau_support_signed,tau_support_signed,True,False,False,True,2d2f47ab85dc3847d503db6733e06a4282f7ea69f1ae5d51f586e7286513e29e,0.077342750,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0095,tau_signed_generator,95,False,False,tau_support_signed,tau_support_signed,True,False,False,True,86175b8d89091a7573945894015c9bc8bf8d3a1fcd872fb5230ac4014ba8a3f6,0.078860667,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0096,tau_signed_generator,96,False,False,tau_support_signed,tau_support_signed,True,False,False,True,1cb2421424f7ebd887541c3f5b293bd928b9d6833f6ddf85edc20ce66f59d88b,0.078412250,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0097,tau_signed_generator,97,False,False,tau_support_signed,tau_support_signed,True,False,False,True,1ee7b7e3254e56dffa434159d16184e166f6a3f5880040530cda9813d95ef8b6,0.085431750,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0098,tau_signed_generator,98,False,False,tau_support_signed,tau_support_signed,True,False,False,True,95a59bc54dcac37ead01ac7d0153accd2b97fc00a5a98c60ff13ad63dc82d24a,0.076941250,artifact tau support equals the independently derived signed subgroup
invalid-tau_signed_generator-0099,tau_signed_generator,99,False,False,tau_support_signed,tau_support_signed,True,False,False,True,1168b043ead8f275d6e0656b0983db114fed020c6486b71c09aece23cc621e08,0.077999875,artifact tau support equals the independently derived signed subgroup
invalid-tau_dimensions-0000,tau_dimensions,0,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,6d67c12fb6f19acbce74b17993334f716aa0f83db7361a6c951a9b17fb7f4a86,0.076006417,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0001,tau_dimensions,1,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,230d9c73989a13a764139071c206ad9655bad41ff585844b362b00ad06632339,0.074166250,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0002,tau_dimensions,2,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,ea3accfe8b7f66a263c63bf74218988ee870254b489709524446bd731bc840bc,0.074602125,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0003,tau_dimensions,3,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,c3eaa7038346bedb1abdc987037b9864bf38e431e9b3fbf3c0e3f12c1a0c339d,0.075825292,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0004,tau_dimensions,4,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,6a3fa0d950e84ff2ef669df62c1383ccac22ab89c6b08203572931a7e10f981b,0.075480125,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0005,tau_dimensions,5,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,f381b451ba932e30f6aaa67529dcf7ae9c276ac8cd585f2457e8cf6b532880f5,0.075262292,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0006,tau_dimensions,6,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,6d67c12fb6f19acbce74b17993334f716aa0f83db7361a6c951a9b17fb7f4a86,0.074642416,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0007,tau_dimensions,7,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,6d67c12fb6f19acbce74b17993334f716aa0f83db7361a6c951a9b17fb7f4a86,0.075847500,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0008,tau_dimensions,8,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,230d9c73989a13a764139071c206ad9655bad41ff585844b362b00ad06632339,0.074881084,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0009,tau_dimensions,9,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,ea3accfe8b7f66a263c63bf74218988ee870254b489709524446bd731bc840bc,0.075361542,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0010,tau_dimensions,10,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,c3eaa7038346bedb1abdc987037b9864bf38e431e9b3fbf3c0e3f12c1a0c339d,0.075071334,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0011,tau_dimensions,11,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,6a3fa0d950e84ff2ef669df62c1383ccac22ab89c6b08203572931a7e10f981b,0.075420334,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0012,tau_dimensions,12,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,f381b451ba932e30f6aaa67529dcf7ae9c276ac8cd585f2457e8cf6b532880f5,0.075567584,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0013,tau_dimensions,13,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,6d67c12fb6f19acbce74b17993334f716aa0f83db7361a6c951a9b17fb7f4a86,0.075868417,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0014,tau_dimensions,14,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,6d67c12fb6f19acbce74b17993334f716aa0f83db7361a6c951a9b17fb7f4a86,0.075412334,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0015,tau_dimensions,15,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,230d9c73989a13a764139071c206ad9655bad41ff585844b362b00ad06632339,0.075330959,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0016,tau_dimensions,16,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,ea3accfe8b7f66a263c63bf74218988ee870254b489709524446bd731bc840bc,0.075494542,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0017,tau_dimensions,17,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,c3eaa7038346bedb1abdc987037b9864bf38e431e9b3fbf3c0e3f12c1a0c339d,0.075987584,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0018,tau_dimensions,18,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,6a3fa0d950e84ff2ef669df62c1383ccac22ab89c6b08203572931a7e10f981b,0.075286834,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0019,tau_dimensions,19,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,f381b451ba932e30f6aaa67529dcf7ae9c276ac8cd585f2457e8cf6b532880f5,0.075190083,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0020,tau_dimensions,20,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,6d67c12fb6f19acbce74b17993334f716aa0f83db7361a6c951a9b17fb7f4a86,0.073862083,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0021,tau_dimensions,21,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,6d67c12fb6f19acbce74b17993334f716aa0f83db7361a6c951a9b17fb7f4a86,0.074714791,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0022,tau_dimensions,22,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,230d9c73989a13a764139071c206ad9655bad41ff585844b362b00ad06632339,0.074877667,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0023,tau_dimensions,23,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,ea3accfe8b7f66a263c63bf74218988ee870254b489709524446bd731bc840bc,0.075198625,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0024,tau_dimensions,24,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,c3eaa7038346bedb1abdc987037b9864bf38e431e9b3fbf3c0e3f12c1a0c339d,0.075203208,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0025,tau_dimensions,25,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,6a3fa0d950e84ff2ef669df62c1383ccac22ab89c6b08203572931a7e10f981b,0.075995417,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0026,tau_dimensions,26,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,f381b451ba932e30f6aaa67529dcf7ae9c276ac8cd585f2457e8cf6b532880f5,0.075517042,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0027,tau_dimensions,27,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,6d67c12fb6f19acbce74b17993334f716aa0f83db7361a6c951a9b17fb7f4a86,0.075822334,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0028,tau_dimensions,28,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,6d67c12fb6f19acbce74b17993334f716aa0f83db7361a6c951a9b17fb7f4a86,0.074973125,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0029,tau_dimensions,29,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,230d9c73989a13a764139071c206ad9655bad41ff585844b362b00ad06632339,0.075376083,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0030,tau_dimensions,30,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,ea3accfe8b7f66a263c63bf74218988ee870254b489709524446bd731bc840bc,0.075667541,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0031,tau_dimensions,31,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,c3eaa7038346bedb1abdc987037b9864bf38e431e9b3fbf3c0e3f12c1a0c339d,0.074816417,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0032,tau_dimensions,32,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,6a3fa0d950e84ff2ef669df62c1383ccac22ab89c6b08203572931a7e10f981b,0.075297792,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0033,tau_dimensions,33,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,f381b451ba932e30f6aaa67529dcf7ae9c276ac8cd585f2457e8cf6b532880f5,0.075557500,"rank=16, logical_qubits=4"
invalid-tau_dimensions-0034,tau_dimensions,34,False,False,tau_support_dimensions,tau_support_dimensions,True,False,False,True,6d67c12fb6f19acbce74b17993334f716aa0f83db7361a6c951a9b17fb7f4a86,0.075275584,"rank=16, logical_qubits=4"
